period,referrer_user_id,referrer_email,active_referrals,gross_referred_revenue_cents,accrued_commission_cents,clawback_cents,net_payout_cents,payout_destination,status,risk_flags,reviewed_by,reviewed_at,notes
2026-07,,,,,,,,pending_review,,,,
